Bulan,Konsumen,Kode Produk,Nama Produk,Jumlah,Satuan,
JUNI 2021,"MESTIKA, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",600,POT,
JUNI 2021,"MESTIKA, APT",YKT036,"YEKAGRIP (Paracetamol, GG, CTM, Phenylpropanolamin HCl) SYRUP 60 ML",100,BTL,
JUNI 2021,"ADI FARMA, APOTEK",BUF001,BUFACARYL TABLET 100's,50,BOX,
JUNI 2021,"ADI FARMA, APOTEK",BUF003,BUFANTACID TABLET 100's,50,BOX,
JUNI 2021,"ADI FARMA, APOTEK",ERT007,ETADEXTA KAPLET 100'S,100,BOX,
JUNI 2021,"ADI FARMA, APOTEK",ERT013,ETAFLUSIN KAPLET 100'S,100,BOX,
JUNI 2021,"ADI FARMA, APOTEK",NPH019,NOVAGESIC KAPLET 100'S,100,BOX,
JUNI 2021,"ADI FARMA, APOTEK",NPH026,NOVAMOX 500 MG KAPLET 100's,100,BOX,
JUNI 2021,"ADI FARMA, APOTEK",NPH031,NOVAHEKSIN 8 MG TABLET 100'S,136,BOX,
#REF!,"QIYYA FARMA, APOTEK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,200,POT,
#REF!,"QIYYA FARMA, APOTEK",NPH068,CEFFORD 125 DS 60 ML,180,BTL,
#REF!,"QIYYA FARMA, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,136,BOX,
#REF!,"QIYYA FARMA, APOTEK",RAM011,TERA F KAPLET 100's,50,BOX,
#REF!,"QIYYA FARMA, APOTEK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),200,POT,
#REF!,"QIYYA FARMA, APOTEK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"1,000",POT,
#REF!,"QIYYA FARMA, APOTEK",YKT008,YEFAMOX 500 MG KAPLET 100's,75,BOX,
#REF!,"QIYYA FARMA, APOTEK",ZNT033,ZELONA TABLET 100'S,120,BOX,
#REF!,"KASIH AGAPE, APOTEK",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,10,BOX,
#REF!,"KASIH AGAPE, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",30,POT,
#REF!,"KASIH AGAPE, APOTEK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),30,POT,
#REF!,"KASIH AGAPE, APOTEK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,10,BOX,
#REF!,"MAJU FARMA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,136,BOX,
#REF!,"MAJU FARMA, APOTEK",RAM005,ERYRA SYRUP 60 ML,100,BTL,
#REF!,"MAJU FARMA, APOTEK",RAM010,RANACID TABLET 100's,50,BOX,
#REF!,"MAJU FARMA, APOTEK",RAM013,REMCO COUGH SYRUP 60 ML,150,BTL,
#REF!,"MAJU FARMA, APOTEK",RAM047,FENPRO SUSPENSI 60 ML,150,BTL,
#REF!,"MAJU FARMA, APOTEK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),500,POT,
#REF!,"KARYA RAYA, APOTEK",NPG033,PAPAVERIN TABLET 100's,3,BOX,
#REF!,"KARYA RAYA, APOTEK",SOL003,SOLDEXTAM KAPLET 200'S,3,BOX,
#REF!,"KARYA RAYA, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,5,BOX,
#REF!,"KARYA RAYA, APOTEK",YKT003,TRIADENE 20 MG TABLET 100's,4,BOX,
#REF!,"PELITA 1, APOTEK",MLX007,"ALPARA 15 Catch Cover @1 strip @10 Kaplet (Paracetamol,Phenylpropanolamine HCI,Chlorph",5,BOX,
#REF!,"PELITA 1, APOTEK",MLX009,MOLEXFLU PE 10 Catch Cover @1 strip @10 Kaplet,5,BOX,
#REF!,"PELITA 1, APOTEK",NPG024,PIROXICAM 20 MG TABLET 100's,30,BOX,
#REF!,"PELITA 1, APOTEK",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,50,BOX,
#REF!,"PELITA 1, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,125.,UBE,
#REF!,"PANCA JAYA, APOTEK",DEF016,DEFACAL (Calcium Laktate) KAPLET 250'S,50,POT,
#REF!,"BERKAH ABADI FARMA, APOTEK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100’S,"1,000",BOX,
#REF!,"BERKAH ABADI FARMA, APOTEK",ERT007,ETADEXTA KAPLET 100’S,100,BOX,
#REF!,"BERKAH ABADI FARMA, APOTEK",ERT010,ETAFEN 400 MG TABLET 100’S,50,BOX,
#REF!,"BERKAH ABADI FARMA, APOTEK",ERT016,ETAGASTRIN KAPSUL 30’s,50,BOX,
#REF!,"BERKAH ABADI FARMA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100’S,700,BOX,
#REF!,"BERKAH ABADI FARMA, APOTEK",NPG052,PIROXICAM 10 MG TABLET 100’S,500,BOX,
#REF!,"BERKAH ABADI FARMA, APOTEK",NPH018,NOVATRIM TABLET 100’s,100,BOX,
#REF!,"RIDHO, APOTEK",DEF012,DECYCLIN KAPSUL 100'S,3,POT,
#REF!,"RIDHO, APOTEK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,1,BOX,
#REF!,"RIDHO, APOTEK",IFR082,YUSIMOX KAPLET 500 MG 100'S,1,BOX,
#REF!,"RIDHO, APOTEK",LAN004,LANAMOL 500 MG KAPLET 100'S,1,BOX,
#REF!,"RIDHO, APOTEK",NPG001,AMOXYCILLIN 500 MG KAPLET 100's,5,BOX,
#REF!,"RIDHO, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,1,BOX,
#REF!,"RIDHO, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,2,BOX,
#REF!,"RIDHO, APOTEK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),10,POT,
#REF!,"RIDHO, APOTEK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),10,POT,
#REF!,"RIDHO, APOTEK",YKT020,KATERGI TABLET 100's,1,BOX,
#REF!,"PELITA 3, APOTEK",DEF009,VITAMIN B COMPLEX TABLET 100'S,10,POT,
#REF!,"PELITA 3, APOTEK",IFR072,YUSIMOX SYRUP 60 ML,60,BTL,
#REF!,"PELITA 3, APOTEK",NPG006,AMPICILLIN 500 MG KAPLET 100's,3,BOX,
#REF!,"PELITA 3, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,1,BOX,
#REF!,"PELITA 3, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,50.,UBE,
#REF!,"PELITA 3, APOTEK",YKT009,YEKAPONS 500 MG KAPLET 100'S,3,BOX,
#REF!,"PELITA 3, APOTEK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),12,POT,
#REF!,"SALEUM, APOTEK",DEF012,DECYCLIN KAPSUL 100'S,100,POT,
#REF!,"SALEUM, APOTEK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",100,BOX,
#REF!,"SALEUM, APOTEK",NPH017,ALERGEN KAPLET 200'S,30,BOX,
#REF!,"SALEUM, APOTEK",NPH025,NOVACHLOR KAPSUL 100's,30,BOX,
#REF!,"SALEUM, APOTEK",NPH026,NOVAMOX 500 MG KAPLET 100's,100,BOX,
#REF!,"SALEUM, APOTEK",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,24,BOX,
#REF!,"SALEUM, APOTEK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,100,BOX,
#REF!,"SEDERHANA, APOTEK",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
#REF!,"SEDERHANA, APOTEK",NPG045,VITAMIN B COMPLEX KAPLET 100'S,136,BOX,
#REF!,"SEDERHANA, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,136,BOX,
#REF!,"SEDERHANA, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"1,250.",UBE,
#REF!,"SEDERHANA, APOTEK",YKT001,PACETIK 500 MG KAPLET 100's,210,BOX,
#REF!,"SEDERHANA, APOTEK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),900,POT,
#REF!,"SEHAT, APTK",ERG005,COTRIMOXAZOLE 480 MG KAPLET 100'S,20,BOX,
#REF!,"SEHAT, APTK",IFR023,FLOXIFAR 500 MG KAPLET 100's,10,BOX,
#REF!,"SEHAT, APTK",IFR070,SOLINFEC TABLET 50'S,20,BOX,
#REF!,"SEHAT, APTK",IFR149,SELVIM 20 MG KAPLET 50'S,5,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"5,000",BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,ERT021,ETAMOX 500 MG KAPLET 100'S,"1,000",BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH003,NOVABIOTIC 500 MG KAPLET 100's,500,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH010,NOVAMOX SYRUP 60 ML,"7,680",BTL,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH018,NOVATRIM TABLET 100's,396,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH019,NOVAGESIC KAPLET 100'S,"1,500",BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH020,NOVASTAN SYRUP 60 ML,"1,620",BTL,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH029,NOVADIUM TABLET 100's,"1,360",BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),"3,000",BTL,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH043,ROSIDON 10 MG TABLET 100's,132,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH044,NOVAXIFEN 400 MG TABLET 100's,396,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH069,PARAFEN KAPLET 100's,200,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,NPH083,GRICIN 125 MG TABLET 100's,600,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,RAM001,CALORTUSIN KAPLET 100's,488,BOX,
#REF!,PT. SEMPURNA MITRA PERKASA,RAM002,CALORTUSIN SYRUP 60 ML,510,BTL,
#REF!,PT. SEMPURNA MITRA PERKASA,TRMG003,PREDNISON 5 MG TABLET 100'S,300,BOX,
#REF!,"SENTOSA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,150,BTL,
#REF!,"SENTOSA, APTK",NPH018,NOVATRIM TABLET 100's,30,BOX,
#REF!,"SENTOSA, APTK",NPH045,NUVOPEC TABLET 100's,30,BOX,
#REF!,"SENTOSA, APTK",RAM010,RANACID TABLET 100's,30,BOX,
#REF!,"SENTRAL, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,100,BOX,
#REF!,"SENTRAL, APTK",ERT010,ETAFEN 400 MG TABLET 100'S,100,BOX,
#REF!,"SENTRAL, APTK",NPH010,NOVAMOX SYRUP 60 ML,720,BTL,
#REF!,"SENTRAL, APTK",NPH019,NOVAGESIC KAPLET 100'S,200,BOX,
#REF!,"SENTRAL, APTK",RAM011,TERA F KAPLET 100's,100,BOX,
#REF!,"SENTRAL, APTK",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,85,BOX,
#REF!,"LAMLO PHARMACY, PT",ERT001,ETABION KAPSUL 100'S,500,BOX,
#REF!,"LAMLO PHARMACY, PT",ERT013,ETAFLUSIN KAPLET 100'S,200,BOX,
#REF!,"LAMLO PHARMACY, PT",NPH019,NOVAGESIC KAPLET 100'S,300,BOX,
#REF!,"LAMLO PHARMACY, PT",NPH026,NOVAMOX 500 MG KAPLET 100's,200,BOX,
#REF!,"LAMLO PHARMACY, PT",NPH066,VASTRAL KAPLET 100'S,100,BOX,
#REF!,"LAMLO PHARMACY, PT",NPH083,GRICIN 125 MG TABLET 100's,411,BOX,
#REF!,"LAMLO PHARMACY, PT",RAM011,TERA F KAPLET 100's,50,BOX,
#REF!,"LAMLO PHARMACY, PT",RAM030,ERYRA FORTE TABLET 100's,150,BOX,
AGUSTUS 2021,"TANGAN MAS, APTK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",50,BOX,
AGUSTUS 2021,"TANGAN MAS, APTK",ERT010,ETAFEN 400 MG TABLET 100'S,100,BOX,
AGUSTUS 2021,"TANGAN MAS, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
AGUSTUS 2021,"TANGAN MAS, APTK",ERT023,ETAMOXUL SYRUP 60 ML,"1,000",BTL,
AGUSTUS 2021,"TANGAN MAS, APTK",NPH019,NOVAGESIC KAPLET 100'S,50,BOX,
AGUSTUS 2021,"ANUGRAH, APTK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,400,POT,
AGUSTUS 2021,"ANUGRAH, APTK",ERT013,ETAFLUSIN KAPLET 100'S,100,BOX,
AGUSTUS 2021,"ANUGRAH, APTK",NPH027,"NOVADEX 0,5 MG TABLET 200's",144,BOX,
AGUSTUS 2021,"ANUGRAH, APTK",NPH069,PARAFEN KAPLET 100's,100,BOX,
AGUSTUS 2021,"WAWAN, APOTIK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,400,POT,
AGUSTUS 2021,"WAWAN, APOTIK",NPH010,NOVAMOX SYRUP 60 ML,100,BOX,
AGUSTUS 2021,"WAWAN, APOTIK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,360,BTL,
AGUSTUS 2021,"MEDI FARMA, APT",ERT023,ETAMOXUL SYRUP 60 ML,100,BTL,
AGUSTUS 2021,"MEDI FARMA, APT",GMP004,METAMIDON (Metamizole Sodium) INJ VIAL 10 ML,2,BOX,
AGUSTUS 2021,"MEDI FARMA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,5,BOX,
AGUSTUS 2021,"MEDI FARMA, APT",NPH018,NOVATRIM TABLET 100's,30,BOX,
AGUSTUS 2021,"MEDI FARMA, APT",NPH023,NOVAMAG SYRUP 60 ML,120,BTL,
AGUSTUS 2021,"MEDI FARMA, APT",RAM003,DEXCLOSAN TABLET 100's,10,BOX,
AGUSTUS 2021,"MEDI FARMA, APT",RAM013,REMCO COUGH SYRUP 60 ML,100,BTL,
AGUSTUS 2021,"MEDI FARMA, APT",RAM019,RATRIM SYRUP 60 ML,100,BTL,
AGUSTUS 2021,"MEDI FARMA, APT",YKT022,YEKAPRIM SYRUP 60 ML,88,BTL,
AGUSTUS 2021,"MEDI FARMA, APT",YKT035,"YEKADRYL EXTRA (Diphenhydramin HCl 12,5 mg, Dextromethorphan HBr 15,0 mg, Ammoniu",200,BTL,
AGUSTUS 2021,"CAHAYA RAYA, APT",ERG003,CAPTOPRIL 25 MG TABLET 100'S,100,BOX,
AGUSTUS 2021,"CAHAYA RAYA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,136,BOX,
AGUSTUS 2021,"CAHAYA RAYA, APT",RAG017,AMLODIPINE BESILATE 10 MG TABLET 100'S,100,BOX,
AGUSTUS 2021,"CAHAYA RAYA, APT",SMC023,SAMCOFENAC (Diclofenac Sodium) 50 MG TABLET 100'S,200,BOX,
AGUSTUS 2021,"RESTU, APOTEK",ERT001,ETABION KAPSUL 100'S,100,BOX,
AGUSTUS 2021,"RESTU, APOTEK",NPH019,NOVAGESIC KAPLET 100'S,100,BOX,
AGUSTUS 2021,"RESTU, APOTEK",NPH065,CEFFORD FORTE KAPSUL 100'S,100,BOX,
AGUSTUS 2021,"MEDIKA, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,100,BOX,
AGUSTUS 2021,"MEDIKA, APTK",NPG006,AMPICILLIN 500 MG KAPLET 100's,100,BOX,
AGUSTUS 2021,"MEDIKA, APTK",NPG045,VITAMIN B COMPLEX KAPLET 100'S,50,BOX,
AGUSTUS 2021,"MEDIKA, APTK",NPH092,"NOVADEX 0,75 MG KAPLET 200'S",100,BOX,
AGUSTUS 2021,"MEDIKA, APTK",RAM001,CALORTUSIN KAPLET 100's,50,BOX,
AGUSTUS 2021,"MEDIKA, APTK",RAM011,TERA F KAPLET 100's,50,BOX,
AGUSTUS 2021,"CAHAYA, APTK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",20,BOX,
AGUSTUS 2021,"CAHAYA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,300,BTL,
AGUSTUS 2021,"CAHAYA, APTK",NPG006,AMPICILLIN 500 MG KAPLET 100's,"1,000",BOX,
AGUSTUS 2021,"CAHAYA, APTK",NPG008,CIMETIDINE 200 MG TABLET 100's,50,BOX,
AGUSTUS 2021,"CAHAYA, APTK",NPH022,NOVARON KAPLET 100'S,500,BOX,
AGUSTUS 2021,"CAHAYA, APTK",RAG021,ACICLOVIR KRIM 5 GR/25'S,500.,UBE,
AGUSTUS 2021,"CAHAYA, APTK",RAM001,CALORTUSIN KAPLET 100's,50,BOX,
AGUSTUS 2021,"CAHAYA, APTK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"2,000",POT,
AGUSTUS 2021,"TANJONG SEHAT, APTK",RAM011,TERA F KAPLET 100's,50,BOX,
AGUSTUS 2021,"BINTANG TIMUR,  APTK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,"2,000",POT,
AGUSTUS 2021,"BINTANG TIMUR,  APTK",NPG053,LORATADINE 10 MG TABLET 100'S,50,BOX,
AGUSTUS 2021,"BINTANG TIMUR,  APTK",NPH069,PARAFEN KAPLET 100's,200,BOX,
AGUSTUS 2021,"BINTANG TIMUR,  APTK",NPH083,GRICIN 125 MG TABLET 100's,136,BOX,
AGUSTUS 2021,"BINTANG TIMUR,  APTK",TRM009,GLENALEN 10 MG TABLET 100'S,300,BOX,
AGUSTUS 2021,"BINTANG TIMUR,  APTK",YKT008,YEFAMOX 500 MG KAPLET 100's,100,BOX,
AGUSTUS 2021,"DEWANTARA FARMA, APOTEK",AFI021,DUN SALEP (Icthammolum) 15 GR POT/ 12'S,24,POT,
AGUSTUS 2021,"DEWANTARA FARMA, APOTEK",ERT001,ETABION KAPSUL 100'S,20,BOX,
AGUSTUS 2021,"DEWANTARA FARMA, APOTEK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",10,BOX,
AGUSTUS 2021,"DEWANTARA FARMA, APOTEK",IFR100,KADITIC 50 MG KAPLET 50'S,160,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",ERT001,ETABION KAPSUL 100'S,100,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",20,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,150,BTL,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,50,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",NPH009,NOVAMAG TABLET 100's,30,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",NPH018,NOVATRIM TABLET 100's,25,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",NPH044,NOVAXIFEN 400 MG TABLET 100's,30,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",NPH045,NUVOPEC TABLET 100's,30,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),200,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",TRMG009,ANTASIDA DOEN TABLET 100'S,100,BOX,
AGUSTUS 2021,"SURYA ANGGINA FARMA, APTK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,100,BOX,
AGUSTUS 2021,"ZORA, APTK",NPG006,AMPICILLIN 500 MG KAPLET 100's,500,BOX,
AGUSTUS 2021,"ZORA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)","1,920",POT,
AGUSTUS 2021,"OKE, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,100,BOX,
AGUSTUS 2021,"OKE, APTK",ERT001,ETABION KAPSUL 100'S,73,BOX,
AGUSTUS 2021,"OKE, APTK",NPG024,PIROXICAM 20 MG TABLET 100's,136,BOX,
AGUSTUS 2021,"OKE, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,136,BOX,
AGUSTUS 2021,"OKE, APTK",NPH018,NOVATRIM TABLET 100's,132,BOX,
AGUSTUS 2021,"OKE, APTK",RAM011,TERA F KAPLET 100's,100,BOX,
AGUSTUS 2021,"OKE, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"1,000",POT,
AGUSTUS 2021,"HARAPAN JAYA, APT",NPG006,AMPICILLIN 500 MG KAPLET 100's,200,BOX,
AGUSTUS 2021,"HARAPAN JAYA, APT",RAM001  ,CALORTUSIN KAPLET 100's ,200,BOX,
AGUSTUS 2021,"HARAPAN JAYA, APT",RAM002,CALORTUSIN SYRUP 60 ML ,750,BTL,
AGUSTUS 2021,"HARAPAN JAYA, APT",RAM005 ,ERYRA SYRUP 60 ML,150,BTL,
AGUSTUS 2021,"HARAPAN JAYA, APT",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP ",108,BOX,
AGUSTUS 2021,"HARAPAN JAYA, APT",YKT020,KATERGI TABLET 100's,200,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S ,500,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",ERT010,ETAFEN 400 MG TABLET 100'S,100,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",MBFG001 ,ONDANSETRON hci dihidrate 4 MG TAB 30'S ,100,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",NPG032,GUAIFENESIN TABLET 100'S ,136,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",NPG052,PIROXICAM 10 MG TABLET 100'S ,136,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",NPH025,NOVACHLOR KAPSUL 100's ,100,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",NPH026,NOVAMOX 500 MG KAPLET 100's ,100,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",NPH055 ,NOVAGESIC KAPLET 100'S (POT) ,180,POT,
AGUSTUS 2021,"NEW HARAPAN, APT",RAM005,ERYRA SYRUP 60 ML,50,BTL,
AGUSTUS 2021,"NEW HARAPAN, APT",SPD004 ,MEXON TABLET 100'S,200,BOX,
AGUSTUS 2021,"NEW HARAPAN, APT",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP",288,BOX,
 SEPTEMBER 2021,"KASIH, APTK",NPH022,NOVARON KAPLET 100'S,60,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",BUF003,BUFANTACID TABLET 100's,300,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",ERT001,ETABION KAPSUL 100'S,20,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",ERT022,ETAMOXUL KAPLET 100'S,25,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",ERT023,ETAMOXUL SYRUP 60 ML,150,BTL,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",GMP004,METAMIDON (Metamizole Sodium) INJ VIAL 10 ML,10,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",IFR030,LOKEV KAPSUL 50'S,30,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",IFR034,NORVOM 10 MG KAPLET 100'S,20,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",IFR063,ALOFAR 100 MG KAPLET 100'S,20,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",NPH018,NOVATRIM TABLET 100's,20,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",NPH026,NOVAMOX 500 MG KAPLET 100's,50,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",RAM010,RANACID TABLET 100's,25,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S",5,BOX,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),200,POT,
 SEPTEMBER 2021,"RIZKY FARMA, APTK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,120,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",AFI017,ALIVE MOMMA (As. Folat 400 mcg) TABLET 100'S,20,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",NPG052,PIROXICAM 10 MG TABLET 100'S,30,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",SOL002,ORPHEN 4 MG KAPLET 200'S,30,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,80,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",TRMG004,PIROXICAM 20 MG TABLET 100'S,30,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",NPG017,KETOKONAZOLE 200 MG TABLET 50'S,864,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",NPH019,NOVAGESIC KAPLET 100'S,200,BOX,
 SEPTEMBER 2021,"ANUGRAH, APTK",TRMG014,AMBROXOL HCl TABLET 30 MG 100'S,200,BOX,
 SEPTEMBER 2021,"FARZANA, APOTEK",NPG001 ,AMOXYCILLIN 500 MG KAPLET 100's,100,BOX,
 SEPTEMBER 2021,"FARZANA, APOTEK",NPG006,AMPICILLIN 500 MG KAPLET 100's,12,BOX,
 SEPTEMBER 2021,"MEDICA JAYA FARMA, APTK",ERT001,ETABION KAPSUL 100'S,77,BOX,
 SEPTEMBER 2021,"MEDICA JAYA FARMA, APTK",ERT004,"ETADEX 0,5 MG KAPLET 200'S",100,BOX,
 SEPTEMBER 2021,"MEDICA JAYA FARMA, APTK",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,500,BOX,
 SEPTEMBER 2021,"MEDICA JAYA FARMA, APTK",NPH026 ,NOVAMOX 500 MG KAPLET 100's,100,BOX,
 SEPTEMBER 2021,"MEDICA JAYA FARMA, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,100,BOX,
 SEPTEMBER 2021,"MEDICA JAYA FARMA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),200,POT,
 SEPTEMBER 2021,"MEDICA JAYA FARMA, APTK",YKT003,TRIADENE 20 MG TABLET 100's,75,BOX,
 SEPTEMBER 2021,"SENTOSA JAYA FARMA, APT",TRMG020,IBUPROFEN 400 MG TABLET 100'S,100,BOX,
 SEPTEMBER 2021,"MITRA MULTI MANUNGGAL, PT",NPG033 ,PAPAVERIN TABLET 100's,136,BOX,
 SEPTEMBER 2021,"MITRA MULTI MANUNGGAL, PT",NPH011 ,NOVASTAN 500 MG TABLET 100's,300,BOX,
 SEPTEMBER 2021,"MITRA MULTI MANUNGGAL, PT",NPH015,NOVASTAN 500 MG TABLET 100's,200,BOX,
 SEPTEMBER 2021,"MITRA MULTI MANUNGGAL, PT",RAM010,RANACID TABLET 100's,120,BOX,
 SEPTEMBER 2021,"MARI SEHAT, APOTEK",NPH010,NOVAMOX SYRUP 60 ML,"1,200",BTL,
 SEPTEMBER 2021,"MARI SEHAT, APOTEK",TRMG014 ,AMBROXOL HCl TABLET 30 MG 100'S,100,BOX,
 SEPTEMBER 2021,"MARI SEHAT, APOTEK",TRMG022,ALLOPURINOL 300 MG TABLET 100'S,50,BOX,
