No,Bulan,Konsumen,Kode Produk,Nama Produk,Stock Ready,Jumlah Barang,Jlh barang,Harga,Jumlah Harga,,,
1353,2021-05,"KITA, APTK",RAM011,TERA F KAPLET 100's,580,20 BOX,20,"40,000","800,000",,,
1354,2021-05,"KITA, APTK",RAM013,REMCO COUGH SYRUP 60 ML,775,100 BTL,100,"4,700","470,000",,,
1355,2021-05,"KITA, APTK",RAM019,RATRIM SYRUP 60 ML,540,50 BTL,50,"4,100","205,000",,,
1356,2021-05,"BERKAT NAULI, APOTEK",GMP004,METAMIDON (Metamizole Sodium) INJ VIAL 10 ML,55,4 BOX,4,"133,000","532,000",,,
1357,2021-05,"BERKAT NAULI, APOTEK",NPH019,NOVAGESIC KAPLET 100'S,"2,568",15 BOX,15,"20,500","307,500",,,
1358,2021-05,"BERKAT NAULI, APOTEK",RAM011,TERA F KAPLET 100's,560,10 BOX,10,"40,000","400,000",,,
1359,2021-05,"BERKAT NAULI, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","3,015",80 POT,80,"3,700","296,000",,,
1360,2021-05,"BERKAT NAULI, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",120,5 BOX,5,"32,500","162,500",,,
1361,2021-05,"MISIDI FARMA, APOTEK",IFR040,ROVERTON KAPLET 100'S,48,5 BOX,5,"15,900","79,500",,,
1362,2021-05,"MISIDI FARMA, APOTEK",IFR072,YUSIMOX SYRUP 60 ML,"5,170",60 BTL,60,"5,200","312,000",,,
1363,2021-05,"MISIDI FARMA, APOTEK",NPH019,NOVAGESIC KAPLET 100'S,"2,553",3 BOX,3,"20,500","61,500",,,
1364,2021-05,"MISIDI FARMA, APOTEK",NPH037,VADROL 4 MG TABLET 100'S,69,3 BOX,3,"31,000","93,000",,,
1365,2021-05,"MISIDI FARMA, APOTEK",NPH043,ROSIDON 10 MG TABLET 100's,787,3 BOX,3,"18,000","54,000",,,
1366,2021-05,"MISIDI FARMA, APOTEK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"3,513",10 BOX,10,"15,500","155,000",,,
1367,2021-06,"JADI FARMA, APOTEK",DEF013,DEFAMOL KAPLET 100'S,90,50 POT,50,"15,250","762,500",,,
1368,2021-06,"JADI FARMA, APOTEK",IFR016,FARSIFEN 200 MG KAPLET 100'S,41,20 BOX,20,"22,250","445,000",,,
1369,2021-06,"JADI FARMA, APOTEK",IFR020,FAXIDEN 10 MG KAPLET 100'S,96,20 BOX,20,"19,950","399,000",,,
1370,2021-06,"JADI FARMA, APOTEK",IFR021,FAXIDEN 20 MG KAPLET 100'S,76,20 BOX,20,"19,950","399,000",,,
1371,2021-06,"JADI FARMA, APOTEK",IFR027,HISTIGO KAPLET 50'S,48,20 BOX,20,"24,500","490,000",,,
1372,2021-06,"JADI FARMA, APOTEK",IFR040,ROVERTON KAPLET 100'S,43,20 BOX,20,"15,900","318,000",,,
1373,2021-06,"JADI FARMA, APOTEK",IFR064,FARIZOL 500 MG KAPLET 100'S,27,20 BOX,20,"30,150","603,000",,,
1374,2021-06,"JADI FARMA, APOTEK",IFR093,SELVIM 10 MG KAPLET 50's,65,10 BOX,10,"16,000","160,000",,,
1375,2021-06,"JADI FARMA, APOTEK",IFR116,FLUNADIN KAPLET 100'S,80,20 BOX,20,"44,000","880,000",,,
1376,2021-06,"JADI FARMA, APOTEK",IFR119,OXICOBAL 500 MG KAPLET 100'S,20,10 BOX,10,"41,500","415,000",,,
1377,2021-06,"HARAPAN BARU, APOTEK",NPG053,LORATADINE 10 MG TABLET 100'S,108,5 BOX,5,"13,500","67,500",,,
1378,2021-06,"HARAPAN BARU, APOTEK",NPH009,NOVAMAG TABLET 100's,83,3 BOX,3,"17,500","52,500",,,
1379,2021-06,"HARAPAN BARU, APOTEK",NPH025,NOVACHLOR KAPSUL 100's,440,5 BOX,5,"59,000","295,000",,,
1380,2021-06,"HARAPAN BARU, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,516,5 BOX,5,"14,500","72,500",,,
1381,2021-06,"HARAPAN BARU, APOTEK",YKT020,KATERGI TABLET 100's,615,6 BOX,6,"28,500","171,000",,,
1382,2021-06,KHAN APOTEK,DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,"4,370",400 POT,400,"17,000","6,800,000",,,
1383,2021-06,KHAN APOTEK,ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"9,705",200 BOX,200,"7,600","1,520,000",,,
1384,2021-06,KHAN APOTEK,ERT001,ETABION KAPSUL 100'S,"2,220",200 BOX,200,"21,500","4,300,000",,,
1385,2021-06,KHAN APOTEK,ERT022,ETAMOXUL KAPLET 100'S,270,100 BOX,100,"22,750","2,275,000",,,
1386,2021-06,KHAN APOTEK,NPH083,GRICIN 125 MG TABLET 100's,"1,540",272 BOX,272,"32,500","8,840,000",,,
1387,2021-06,KHAN APOTEK,RAG021,ACICLOVIR KRIM 5 GR/25'S,"2,230",500 TUBE,500 ,"3,814","1,907,000",,,
1388,2021-06,"MENTARI BARU, APOTEK",AFI021,DUN SALEP (Icthammolum) 15 GR POT/ 12'S,60,24 POT,24,"4,650","111,600",,,
1389,2021-06,"MENTARI BARU, APOTEK",FMP011,MOMILEN NURSING CREAM 15 GR,38,10 TUBE,10 ,"24,650","591,600",,,
1390,2021-06,"MENTARI BARU, APOTEK",NPG008,CIMETIDINE 200 MG TABLET 100's,13,2 BOX,2,"36,000","72,000",,,
1391,2021-06,"MENTARI BARU, APOTEK",NPH055,NOVAGESIC KAPLET 100'S (POT),124,10 POT,10,"16,500","165,000",,,
1392,2021-06,"MENTARI BARU, APOTEK",TRMG009,ANTASIDA DOEN TABLET 100'S,365,100 BOX,100,"7,800","780,000",,,
1393,2021-06,"MUTIARA JEUMPA, APTK",ERG017,AMLODIPINE 5 MG TABLET 30'S,355,50 BOX,50,"2,400","120,000",,,
1394,2021-06,"MUTIARA JEUMPA, APTK",NPG017,KETOKONAZOLE 200 MG TABLET 50'S,"1,148",19 BOX,19,"23,000","437,000",,,
1395,2021-06,"MUTIARA JEUMPA, APTK",NPG055,"MELOXICAM 7,5 MG TABLET 100'S","1,436",50 BOX,50,"12,500","625,000",,,
1396,2021-06,"MUTIARA JEUMPA, APTK",NPH008,NOVAKAL 500 MG KAPLET 100's,325,50 BOX,50,"12,500","625,000",,,
1397,2021-06,"MUTIARA JEUMPA, APTK",NPH083,GRICIN 125 MG TABLET 100's,"1,540",100 BOX,100,"32,500","3,250,000",,,
1398,2021-06,"MUTIARA JEUMPA, APTK",SOL011,KAMOLAS (Paracetamol 500 mg) Kaplet 100's,178,60 BOX,60,"19,250","1,155,000",,,
1399,2021-06,"MUTIARA JEUMPA, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,511,100 BOX,100,"14,500","1,450,000",,,
1400,2021-06,"MEGAH TETAP SAKTI, PT",NPG040,AMBROXOL 30 MG TABLET 100'S,"9,521",408 BOX,408,"8,500","3,468,000",,,
1401,2021-06,"MEGAH TETAP SAKTI, PT",TRM023,"DEXDE (Dexamethason 0.5mg, dex-ctm 2mg) TABLET 100'S",188,150 BOX,150,"13,500","2,025,000",,,
1402,2021-06,"MEGAH TETAP SAKTI, PT",TRMG009,ANTASIDA DOEN TABLET 100'S,"3,470",300 BOX,300,"7,800","2,340,000",,,
1403,2021-06,"MEGAH TETAP SAKTI, PT",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"3,503",600 BOX,600,"15,500","9,300,000",,,
1404,2021-06,"MITRA PERINTIS, APOTEK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"90,505",500 BOX,500,"7,600","3,800,000",,,
1405,2021-06,"MITRA PERINTIS, APOTEK",NPG045,VITAMIN B COMPLEX KAPLET 100'S,"1,118",122 BOX,122,"4,500","549,000",,,
1406,2021-06,"MITRA PERINTIS, APOTEK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,"1,114",360 BTL,360,"4,750","1,710,000",,,
1407,2021-06,"MITRA PERINTIS, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","2,935",300 POT,300,"3,700","1,110,000",,,
1408,2021-06,"MITRA PERINTIS, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",115,50 BOX,50,"32,500","1,625,000",,,
1409,2021-06,"MITRA PERINTIS, APOTEK",TRM039,ANOLIC (Allopurinol 300 mg) TABLET 100'S,445,50 BOX,50,"39,500","1,975,000",,,
1410,2021-06,"MITRA PERINTIS, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,411,100 BOX,100,"14,500","1,450,000",,,
1411,2021-06,"MITRA PERINTIS, APOTEK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"5,682","1,000 POT","1,000","6,750","6,750,000",,,
1412,2021-06,"MERLIN, APT",NPG001,AMOXYCILLIN 500 MG KAPLET 100's,247,100 BOX,100,"32,500","3,250,000",,,
1413,2021-06,"MERLIN, APT",NPG006,AMPICILLIN 500 MG KAPLET 100's,400,100 BOX,100,"51,000","5,100,000",,,
1414,2021-06,"MESTIKA, APT",ERT022,ETAMOXUL KAPLET 100'S,170,50 BOX,50,"22,750","1,137,500",,,
1415,2021-06,"MESTIKA, APT",IFR048,TRIANTA SYRUP 60 ML,210,80 BTL,80,"5,450","436,000",,,
1416,2021-06,"MESTIKA, APT",IFR072,YUSIMOX SYRUP 60 ML,"5,110",300 BTL,300,"5,200","1,560,000",,,
1417,2021-06,"MESTIKA, APT",NPH004,NOVACHLOR SYRUP 60 ML,"1,077",120 BTL,120,"7,000","840,000",,,
1418,2021-06,"MESTIKA, APT",NPH016,NOVADRYL SYRUP 60 ML,442,360 BTL,360,"3,600","1,296,000",,,
1419,2021-06,"MESTIKA, APT",NPH065,CEFFORD FORTE KAPSUL 100'S,130,10 BOX,10,"70,000","700,000",,,
1420,2021-06,"MESTIKA, APT",RAM052,BROXOLIC 15 MG SYRUP 60 ML,100,100 BTL,100,"3,600","360,000",,,
1421,2021-06,"MESTIKA, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","2,635",600 POT,600,"3,700","2,220,000",,,
1422,2021-06,"MESTIKA, APT",YKT036,"YEKAGRIP (Paracetamol, GG, CTM, Phenylpropanolamin HCl) SYRUP 60 ML",580,100 BTL,100,"5,600","560,000",,,
1423,2021-06,"ADI FARMA, APOTEK",BUF001,BUFACARYL TABLET 100's,69,50 BOX,50,"19,500","975,000",,,
1424,2021-06,"ADI FARMA, APOTEK",BUF003,BUFANTACID TABLET 100's,410,50 BOX,50,"22,500","1,125,000",,,
1425,2021-06,"ADI FARMA, APOTEK",ERT007,ETADEXTA KAPLET 100'S,533,100 BOX,100,"12,750","1,275,000",,,
1426,2021-06,"ADI FARMA, APOTEK",ERT013,ETAFLUSIN KAPLET 100'S,417,100 BOX,100,"27,000","2,700,000",,,
1427,2021-06,"ADI FARMA, APOTEK",NPH019,NOVAGESIC KAPLET 100'S,"2,550",100 BOX,100,"20,500","1,050,000",,,
1428,2021-06,"ADI FARMA, APOTEK",NPH026,NOVAMOX 500 MG KAPLET 100's,835,100 BOX,100,"49,500","4,950,000",,,
1429,2021-06,"ADI FARMA, APOTEK",NPH031,NOVAHEKSIN 8 MG TABLET 100'S,170,136 BOX,136,"10,000","1,360,000",,,
1430,2021-07,"QIYYA FARMA, APOTEK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,"3,970",200 POT,200,"17,000","3,400,000",,,
1431,2021-07,"QIYYA FARMA, APOTEK",NPH068,CEFFORD 125 DS 60 ML,"1,500",180 BTL,180,"6,700","1,206,000",,,
1432,2021-07,"QIYYA FARMA, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,"1,540",136 BOX,136,"32,500","4,420,000",,,
1433,2021-07,"QIYYA FARMA, APOTEK",RAM011,TERA F KAPLET 100's,550,50 BOX,50,"40,000","2,000,000",,,
1434,2021-07,"QIYYA FARMA, APOTEK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),"3,091",200 POT,200,"6,700","1,340,000",,,
1435,2021-07,"QIYYA FARMA, APOTEK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"4,682","1,000 POT","1,000","6,750","6,750,000",,,
1436,2021-07,"QIYYA FARMA, APOTEK",YKT008,YEFAMOX 500 MG KAPLET 100's,256,75 BOX,75,"47,500","3,562,500",,,
1437,2021-07,"QIYYA FARMA, APOTEK",ZNT033,ZELONA TABLET 100'S,"1,584",120 BOX,120,"21,750","2,610,000",,,
1438,2021-07,"KASIH AGAPE, APOTEK",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,"1,112",10 BOX,10,"20,000","200,000",,,
1439,2021-07,"KASIH AGAPE, APOTEK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","2,035",30 POT,30,"3,700","111,000",,,
1440,2021-07,"KASIH AGAPE, APOTEK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"2,815",30 POT,30,"7,600","228,000",,,
1441,2021-07,"KASIH AGAPE, APOTEK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"2,903",10 BOX,10,"15,500","155,000",,,
1442,2021-07,"MAJU FARMA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,"9,113",136 BOX,136,"8,500","1,156,000",,,
1443,2021-07,"MAJU FARMA, APOTEK",RAM005,ERYRA SYRUP 60 ML,"1,050",100 BTL,100,"13,500","1,350,000",,,
1444,2021-07,"MAJU FARMA, APOTEK",RAM010,RANACID TABLET 100's,246,50 BOX,50,"15,000","750,000",,,
1445,2021-07,"MAJU FARMA, APOTEK",RAM013,REMCO COUGH SYRUP 60 ML,675,150 BTL,150,"4,700","705,000",,,
1446,2021-07,"MAJU FARMA, APOTEK",RAM047,FENPRO SUSPENSI 60 ML,435,150 BTL,150,"4,000","600,000",,,
1447,2021-07,"MAJU FARMA, APOTEK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050",500 POT,500,"5,800","2,900,000",,,
1448,2021-07,"KARYA RAYA, APOTEK",NPG033,PAPAVERIN TABLET 100's,152,3 BOX,3,"33,000","99,000",,,
1449,2021-07,"KARYA RAYA, APOTEK",SOL003,SOLDEXTAM KAPLET 200'S,168,3 BOX,3,"28,050","84,150",,,
1450,2021-07,"KARYA RAYA, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,311,5 BOX,5,"14,500","72,500",,,
1451,2021-07,"KARYA RAYA, APOTEK",YKT003,TRIADENE 20 MG TABLET 100's,226,4 BOX,4,"18,500","74,000",,,
1452,2021-07,"PELITA 1, APOTEK",MLX007,"ALPARA 15 Catch Cover @1 strip @10 Kaplet (Paracetamol,Phenylpropanolamine HCI,Chlorph",15,5 BOX,5,"122,100","610,500",,,
1453,2021-07,"PELITA 1, APOTEK",MLX009,MOLEXFLU PE 10 Catch Cover @1 strip @10 Kaplet,72,5 BOX,5,"55,000","275,000",,,
1454,2021-07,"PELITA 1, APOTEK",NPG024,PIROXICAM 20 MG TABLET 100's,"1,516",30 BOX,30,"10,500","315,000",,,
1455,2021-07,"PELITA 1, APOTEK",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,"1,614",50 BOX,50,"7,500","375,000",,,
1456,2021-07,"PELITA 1, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"1,730",125 TUBE,125 ,"3,814","476,750",,,
1457,2021-07,"PANCA JAYA, APOTEK",DEF016,DEFACAL (Calcium Laktate) KAPLET 250'S,65,50 POT,50,"14,750","737,500",,,
1458,2021-07,"BERKAH ABADI FARMA, APOTEK",ERG020,MEFENAMIC ACID 500 MG KAPLET 100’S,"1,102","1,000 BOX","1,000","20,000","20,000,000",,,
1459,2021-07,"BERKAH ABADI FARMA, APOTEK",ERT007,ETADEXTA KAPLET 100’S,433,100 BOX,100,"12,750","1,275,000",,,
1460,2021-07,"BERKAH ABADI FARMA, APOTEK",ERT010,ETAFEN 400 MG TABLET 100’S,150,50 BOX,50,"25,000","1,250,000",,,
1461,2021-07,"BERKAH ABADI FARMA, APOTEK",ERT016,ETAGASTRIN KAPSUL 30’s,81,50 BOX,50,"11,000","550,000",,,
1462,2021-07,"BERKAH ABADI FARMA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100’S,"8,977",700 BOX,700,"8,500","5,950,000",,,
1463,2021-07,"BERKAH ABADI FARMA, APOTEK",NPG052,PIROXICAM 10 MG TABLET 100’S,"1,088",500 BOX,500,"7,800","3,900,000",,,
1464,2021-07,"BERKAH ABADI FARMA, APOTEK",NPH018,NOVATRIM TABLET 100’s,"1,541",100 BOX,100,"23,000","2,300,000",,,
1465,2021-07,"RIDHO, APOTEK",DEF012,DECYCLIN KAPSUL 100'S,265,3 POT,3,"29,500","88,500",,,
1466,2021-07,"RIDHO, APOTEK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,884,1 BOX,1,"7,500","7,500",,,
1467,2021-07,"RIDHO, APOTEK",IFR082,YUSIMOX KAPLET 500 MG 100'S,85,1 BOX,1,"52,000","52,000",,,
1468,2021-07,"RIDHO, APOTEK",LAN004,LANAMOL 500 MG KAPLET 100'S,53,1 BOX,1,"24,000","24,000",,,
1469,2021-07,"RIDHO, APOTEK",NPG001,AMOXYCILLIN 500 MG KAPLET 100's,147,5 BOX,5,"32,500","162,500",,,
1470,2021-07,"RIDHO, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,35,1 BOX,1,"90,000","90,000",,,
1471,2021-07,"RIDHO, APOTEK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,306,2 BOX,2,"14,500","29,000",,,
1472,2021-07,"RIDHO, APOTEK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"2,785",10 POT,10,"7,600","76,000",,,
1473,2021-07,"RIDHO, APOTEK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"3,682",10 POT,10,"6,750","67,500",,,
1474,2021-07,"RIDHO, APOTEK",YKT020,KATERGI TABLET 100's,609,1 BOX,1,"28,500","28,500",,,
1475,2021-07,"PELITA 3, APOTEK",DEF009,VITAMIN B COMPLEX TABLET 100'S,996,10 POT,10,"4,500","45,000",,,
1476,2021-07,"PELITA 3, APOTEK",IFR072,YUSIMOX SYRUP 60 ML,"4,810",60 BTL,60,"5,200","312,000",,,
1477,2021-07,"PELITA 3, APOTEK",NPG006,AMPICILLIN 500 MG KAPLET 100's,300,3 BOX,3,"51,000","153,000",,,
1478,2021-07,"PELITA 3, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,34,1 BOX,1,"90,000","90,000",,,
1479,2021-07,"PELITA 3, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"1,605",50 TUBE,50 ,"3,814","190,700",,,
1480,2021-07,"PELITA 3, APOTEK",YKT009,YEKAPONS 500 MG KAPLET 100'S,52,3 BOX,3,"23,250","69,750",,,
1481,2021-07,"PELITA 3, APOTEK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),"2,064",12 POT,12,"15,500","186,000",,,
1482,2021-07,"SALEUM, APOTEK",DEF012,DECYCLIN KAPSUL 100'S,262,100 POT,100,"29,500","2,950,000",,,
1483,2021-07,"SALEUM, APOTEK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",534,100 BOX,100,"18,000","1,800,000",,,
1484,2021-07,"SALEUM, APOTEK",NPH017,ALERGEN KAPLET 200'S,133,30 BOX,30,"12,500","375,000",,,
1485,2021-07,"SALEUM, APOTEK",NPH025,NOVACHLOR KAPSUL 100's,435,30 BOX,30,"59,000","1,770,000",,,
1486,2021-07,"SALEUM, APOTEK",NPH026,NOVAMOX 500 MG KAPLET 100's,735,100 BOX,100,"49,500","4,950,000",,,
1487,2021-07,"SALEUM, APOTEK",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,27,24 BOX,24,"47,500","4,750,000",,,
1488,2021-07,"SALEUM, APOTEK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"2,893",100 BOX,100,"15,500","1,550,000",,,
1489,2021-07,"SEDERHANA, APOTEK",ERT021,ETAMOX 500 MG KAPLET 100'S,"1,400",100 BOX,100,"53,750","5,375,000",,,
1490,2021-07,"SEDERHANA, APOTEK",NPG045,VITAMIN B COMPLEX KAPLET 100'S,986,136 BOX,136,"4,500","612,000",,,
1491,2021-07,"SEDERHANA, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,"1,540",136 BOX,136,"32,500","4,420,000",,,
1492,2021-07,"SEDERHANA, APOTEK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"1,555","1,250 TUBE","1,250 ","3,814","4,767,500",,,
1493,2021-07,"SEDERHANA, APOTEK",YKT001,PACETIK 500 MG KAPLET 100's,"2,064",210 BOX,210,"19,500","4,095,000",,,
1494,2021-07,"SEDERHANA, APOTEK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),"2,064",900 POT,900,"15,500","13,950,000",,,
1495,2021-07,"SEHAT, APTK",ERG005,COTRIMOXAZOLE 480 MG KAPLET 100'S,45,20 BOX,20,"22,250","445,000",,,
1496,2021-07,"SEHAT, APTK",IFR023,FLOXIFAR 500 MG KAPLET 100's,25,10 BOX,10,"48,500","485,000",,,
1497,2021-07,"SEHAT, APTK",IFR070,SOLINFEC TABLET 50'S,36,20 BOX,20,"38,500","770,000",,,
1498,2021-07,"SEHAT, APTK",IFR149,SELVIM 20 MG KAPLET 50'S,48,5 BOX,5,"22,000","110,000",,,
1499,2021-07,PT. SEMPURNA MITRA PERKASA,ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"9,005","5,000 BOX","5,000","7,600","38,000,000",,,
1500,2021-07,PT. SEMPURNA MITRA PERKASA,ERT021,ETAMOX 500 MG KAPLET 100'S,"1,300","1,000 BOX","1,000","53,750","53,750,000",,,
1501,2021-07,PT. SEMPURNA MITRA PERKASA,NPH003,NOVABIOTIC 500 MG KAPLET 100's,500,500 BOX,500,"58,000","29,000,000",,,
1502,2021-07,PT. SEMPURNA MITRA PERKASA,NPH010,NOVAMOX SYRUP 60 ML,"11,835","7,680 BTL","7,680","5,600","43,008,000",,,
1503,2021-07,PT. SEMPURNA MITRA PERKASA,NPH018,NOVATRIM TABLET 100's,"1,441",396 BOX,396,"23,000","9,108,000",,,
1504,2021-07,PT. SEMPURNA MITRA PERKASA,NPH019,NOVAGESIC KAPLET 100'S,"2,450","1,500 BOX","1,500","20,500","30,750,000",,,
1505,2021-07,PT. SEMPURNA MITRA PERKASA,NPH020,NOVASTAN SYRUP 60 ML,"1,784","1,620 BTL","1,620","5,300","8,586,000",,,
1506,2021-07,PT. SEMPURNA MITRA PERKASA,NPH029,NOVADIUM TABLET 100's,"1,823","1,360 BOX","1,360","11,000","14,960,000",,,
1507,2021-07,PT. SEMPURNA MITRA PERKASA,NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),"4,602","3,000 BTL","3,000","4,250","12,750,000",,,
1508,2021-07,PT. SEMPURNA MITRA PERKASA,NPH043,ROSIDON 10 MG TABLET 100's,787,132 BOX,132,"18,000","2,376,000",,,
1509,2021-07,PT. SEMPURNA MITRA PERKASA,NPH044,NOVAXIFEN 400 MG TABLET 100's,"1,156",396 BOX,396,"31,500","12,474,000",,,
1510,2021-07,PT. SEMPURNA MITRA PERKASA,NPH069,PARAFEN KAPLET 100's,550,200 BOX,200,"22,500","4,500,000",,,
1511,2021-07,PT. SEMPURNA MITRA PERKASA,NPH083,GRICIN 125 MG TABLET 100's,"1,540",600 BOX,600,"32,500","19,500,000",,,
1512,2021-07,PT. SEMPURNA MITRA PERKASA,RAM001,CALORTUSIN KAPLET 100's,"1,565",488 BOX,488,"41,000","20,008,000",,,
1513,2021-07,PT. SEMPURNA MITRA PERKASA,RAM002,CALORTUSIN SYRUP 60 ML,"1,260",510 BTL,510,"4,500","2,295,000",,,
1514,2021-07,PT. SEMPURNA MITRA PERKASA,TRMG003,PREDNISON 5 MG TABLET 100'S,586,300 BOX,300,"12,500","3,750,000",,,
1515,2021-07,"SENTOSA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,"1,045",150 BTL,150,"4,800","720,000",,,
1516,2021-07,"SENTOSA, APTK",NPH018,NOVATRIM TABLET 100's,"1,045",30 BOX,30,"23,000","690,000",,,
1517,2021-07,"SENTOSA, APTK",NPH045,NUVOPEC TABLET 100's,242,30 BOX,30,"16,000","480,000",,,
1518,2021-07,"SENTOSA, APTK",RAM010,RANACID TABLET 100's,196,30 BOX,30,"15,000","450,000",,,
1519,2021-07,"SENTRAL, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,883,100 BOX,100,"7,500","750,000",,,
1520,2021-07,"SENTRAL, APTK",ERT010,ETAFEN 400 MG TABLET 100'S,245,100 BOX,100,"25,000","2,500,000",,,
1521,2021-07,"SENTRAL, APTK",NPH010,NOVAMOX SYRUP 60 ML,"4,155",720 BTL,720,"5,600","4,032,000",,,
1522,2021-07,"SENTRAL, APTK",NPH019,NOVAGESIC KAPLET 100'S,950,200 BOX,200,"20,500","4,100,000",,,
1523,2021-07,"SENTRAL, APTK",RAM011,TERA F KAPLET 100's,500,100 BOX,100,"40,000","40,000,000",,,
1524,2021-07,"SENTRAL, APTK",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,"1,218",85 BOX,85,"19,500","1,657,500",,,
1525,2021-07,"LAMLO PHARMACY, PT",ERT001,ETABION KAPSUL 100'S,"2,020",500 BOX,500,"21,500","10,750,000",,,
1526,2021-07,"LAMLO PHARMACY, PT",ERT013,ETAFLUSIN KAPLET 100'S,317,200 BOX,200,"27,000","5,400,000",,,
1527,2021-07,"LAMLO PHARMACY, PT",NPH019,NOVAGESIC KAPLET 100'S,750,300 BOX,300,"20,500","6,150,000",,,
1528,2021-07,"LAMLO PHARMACY, PT",NPH026,NOVAMOX 500 MG KAPLET 100's,635,200 BOX,200,"49,500","9,900,000",,,
1529,2021-07,"LAMLO PHARMACY, PT",NPH066,VASTRAL KAPLET 100'S,110,100 BOX,100,"39,500","3,950,000",,,
1530,2021-07,"LAMLO PHARMACY, PT",NPH083,GRICIN 125 MG TABLET 100's,714,411 BOX,411,"32,500","13,357,500",,,
1531,2021-07,"LAMLO PHARMACY, PT",RAM011,TERA F KAPLET 100's,400,50 BOX,50,"40,000","2,000,000",,,
1532,2021-07,"LAMLO PHARMACY, PT",RAM030,ERYRA FORTE TABLET 100's,168,150 BOX,150,"91,000","13,650,000",,,
1533,2021-08,"TANGAN MAS, APTK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",245,50 BOX,50,"21,500","1,075,000",,,
1534,2021-08,"TANGAN MAS, APTK",ERT010,ETAFEN 400 MG TABLET 100'S,"1,728",100 BOX,100,"25,000","2,500,000",,,
1535,2021-08,"TANGAN MAS, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,300,100 BOX,100,"53,750","5,375,000",,,
1536,2021-08,"TANGAN MAS, APTK",ERT023,ETAMOXUL SYRUP 60 ML,"1,387","1,000 BTL","1,000","4,000","4,000,000",,,
1537,2021-08,"TANGAN MAS, APTK",NPH019,NOVAGESIC KAPLET 100'S,450,50 BOX,50,"20,500","1,025,000",,,
1538,2021-08,"ANUGRAH, APTK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,"3,770",400 POT,400,"17,000","6,800,000",,,
1539,2021-08,"ANUGRAH, APTK",ERT013,ETAFLUSIN KAPLET 100'S,117,100 BOX,100,"27,000","2,700,000",,,
